legacy_id,full_name,email,dob,sex,bsn,phone,city,weight,weight_unit,height_cm,status,signup_date,source
rec9vyNgxzZdvz8Zg,Zeynep Smit,zeynep.smit1@icloud.com,1987-09-10,Female,966020285,06-70702939,Dordrecht,98.9,kg,168,ACTIEF,2022-10-29,import
recIQPCWuZDKYN1RK,Noor Benali,noor.benali@gmail.com,1978-02-01,male,184532346,06-54522769,Tilburg,91.2,kg,161,Active,2026-05-19,typeform
reciJAQLDJgkKWa4Q,Youssef Peters ,youssef.peters@outlook.com,1967-06-04,V,,06-18255564,Amsterdam,68.5,kg,161,actief,2026-06-15,campaign_expat_2023
recMKFSd4WXveAd4Y,Ruben Kowalski,ruben.kowalski@yahoo.com,1958-02-26,man,,06-09051678,Rotterdam,108.4,kg,167,actief,2024-07-07,typeform
recYdFcAnBOBxhPfn,Ruben Kowalski,ruben.kowalski@protonmail.com,1990-09-29,vrouw,,+31668179911,Zwolle,151.5,kg,195,Active,19-04-2024,referral
rec0G15PdwxSFutik,Arjun Nowak,arjun.nowak@protonmail.com,1987-08-19,V,946191906,+31657363191,Zwolle,94.4,kg,157,ACTIEF,2026-03-21,import
rec1mccefB8YHx0vg,Femke Visser,femke.visser@outlook.com,1972-09-20,vrouw,,+31611319802,Amersfoort,129.0,kg,194,Active,14-05-2024,typeform
recl7yjqSSRyDRU4K,Arjun Horvat,arjun.horvat@protonmail.com,1965-10-06,Male,,06-01997615,Zaandam,92.4,kg,162,Paused,2026-01-27,website
recFFlUJDRt4wcizG,Daan de Boer,daan.deboer@yahoo.com,1968-08-11,vrouw,647141905,06-05065847,Nijmegen,96.7,kg,188,paused,2025-08-30,typeform
receiGKyNYxrWNHe0,Annelies de Vries,annelies.devries@ziggo.nl,1995-11-04,man,125785811,0677354684,Zaandam,125.4,kg,187,Active,02-04-2024,typeform
recxCe2QG5ZZMCdjR,Luuk Kaya,luuk.kaya@live.nl,04/30/1970,Female,760730635,+31603385495,Haarlem,83.3,kg,177,ACTIEF,2023-09-12,campaign_expat_2023
recYO4xSBzU477knU,Kees Jones,kees.jones@live.nl,2002-06-28,F,,+31619058715,Utrecht,114.9,kg,172,Active,2026-03-04,typeform
rec7ODzV2rPQG6Xni,Youssef Novak,youssef.novak@hotmail.com,1999-04-28,V,340294784,+31678291518,Arnhem,124.6,kg,192,paused,2024-10-25,campaign_expat_2023
recNHP1yLGdGGSO7Q,Roos Costa,roos.costa@ziggo.nl,2002-07-02,V,,06-40772968,Dordrecht,86.8,kg,169,active,2024-12-08,website
rec6E3zGzi2Nn25LN,Arjun Brouwer,arjun.brouwer@gmail.com,05/07/2007,vrouw,,06-62651364,Zaandam,112.2,kg,198,Churned,26-07-2022,import
rec2zT91TtUBYjFke,Arjun Ivanov,arjun.ivanov@outlook.com,17-12-1983,F,,06-87284953,Zaandam,61.7,kg,154,cancelled,2022-03-21,import
recLrtMYuHKivhltf,Eva Hendriks ,eva.hendriks@live.nl,1962-02-16,f,401733750,06-10011457,Nijmegen,152.7,kg,193,ACTIEF,2025-07-26,typeform
recOJ3RlB7e7pPp3l,Arjun Wilson,arjun.wilson@gmail.com,1959-04-01,V,,+31628815695,Haarlem,96.4,kg,159,active,2024-12-27,website
rec0xVLHDbdfgrZ7T,Sophie Vos,sophie.vos@live.nl,2006-11-15,man,,06-22797243,Eindhoven,110.3,kg,195,actief,2024-08-25,website
recpGaJ1tL2z6tJhV,Lisa de Boer,lisa.deboer@icloud.com,1988-07-23,man,898018742,0694502935,Maastricht,143.2,kg,194,cancelled,2024-04-22,typeform
reck3shIrnqXHjCiF,Gra Smits,grace.smitsx@yahoo.com,2001-11-20,vrouw,605783743,0633531614,Rotterdam,88.8,kg,156,Active,2025-01-19,campaign_expat_2023
recNrj9oI15ejzy0A,Zeynep van der Meer,zeynep.vandermeer@kpnmail.nl,1979-10-22,Male,818663212,0618477475,Zaandam,111.5,kg,166,churned,2025-08-25,referral
rec5sMSfWSeMMguJf,Lisa van den Berg,lisa.vandenberg@live.nl,2005-07-23,f,,06-79849497,Apeldoorn,95.5,kg,175,active ,2026-02-01,campaign_expat_2023
recwJovEcBTQfq4bQ,Roos Mulder,roos.mulder1@hotmail.com,28-03-1967,Male,,+31615062125,Maastricht,109.6,kg,161,Active,04/25/2023,referral
rectRP1W2p4DJtyli,Femke van den Berg,femke.vandenberg@hotmail.com,1997-01-06,M,759891229,+31697327952,Zaandam,92.4,kg,167,Active,17-05-2024,import
rec07w3lNZsCNK3IS,Jan Jones,JAN.JONES@LIVE.NL,1988-09-20,F,,+31600050588,Tilburg,103.6,kg,190,active,2025-08-19,typeform
rectMKahy2KSVBabN,Youssef Nair,youssef.nair@hotmail.com,11/11/1970,Female,,,Almere,120.2,kg,194,active ,20-10-2022,referral
recpo2Xu7A7DiREJZ,Priya de Vries,priya.devries@live.nl,10/01/1987,V,,0668234418,Eindhoven,,kg,162,churned,2023-08-29,typeform
recxqXSvz4uX4rHNI,Maud Ivanov,maud.ivanov@kpnmail.nl,1960-09-11,man,470830183,06-80025519,Tilburg,118.6,kg,173,actief,03-06-2023,campaign_expat_2023
recFEYO2hkLgMdOCk,Piotr Dekker,piotr.dekker1@live.nl,12/11/1982,man,597181939,06-78079414,Dordrecht,63.6,kg,154,opgezegd,01/26/2023,typeform
recCd9kGBKIpwyUZ8,Femke Wang,femke.wang@icloud.com,2001-10-03,Male,,06-26687461,Utrecht,83.9,kg,155,Paused,2025-09-23,typeform
recVZD7WYDEO8pV7w,Marco Mulder,marco.mulder@outlook.com,1978-02-28,m,197582059,06-55102858,Rotterdam,105.4,kg,187,prospect,2024-06-12,referral
recJnlfjq3X0Gysny,Femke El Amrani,FEMKE.ELAMRANI@PROTONMAIL.COM,02/07/1976,m,,+31611312877,Utrecht,95.1,kg,188,active,2022-09-12,import
rec1fFpbwlHVGxidQ,Oliver Sharma,oliver.sharma@hotmail.com,1973-11-03,M,,+31673638260,Den Haag,131.9,kg,194,actief,2026-01-28,typeform
rec8L5QEoIRka0p7k,Eva Andersen,eva.andersen@hotmail.com,1968-06-13,f,,06-65457615,Breda,88.4,kg,153,ACTIEF,2025-06-09,typeform
recqfaBjqRHgzOF38,James Bos,james.bos@icloud.com,07/21/1973,male,,0676758941,Maastricht,122.3,kg,182,gepauzeerd,2022-06-29,website
recanz6SsfP31TS8A,Amira Hendriks,amira.hendriks@hotmail.com,21-01-1992,man,,0658467595,Maastricht,75.4,kg,163,Active,2023-02-16,campaign_expat_2023
recTpenUaxtFkhO2X,Jesse Jansen,jesse.jansen@kpnmail.nl,1971-11-05,f,,,Haarlem,152.8,kg,194,cancelled,2024-04-06,referral
recwEH9AmFEQ4fmwQ,James Smit,james.smit@yahoo.com,2004-10-03,female,,+31651594856,Utrecht,137.2,kg,182,Paused,2025-05-31,referral
recrmdcbqha12FXM9,Kasia Sharma,kasia.sharma@icloud.com,15-12-1983,f,334460852,0695144190,Amersfoort,82.5,kg,171,active,03/01/2024,import
rec8mzrAeCDeZkcDp,Jan van den Berg,jan.vandenberg@live.nl,1996-07-15,male,898197016,+31658262104,Eindhoven,112.2,kg,193,paused,2025-05-31,typeform
recpUvqZV6u6rMXX5,Roos Costa,roos.costa@live.nl,2006-04-24,vrouw,,06-71857160,Amsterdam,86.2,kg,154,ACTIEF,2024-12-14,typeform
recOSdKTUMaHLbrhB,Amira Vos,amira.vos@gmail.com,1992-04-21,man,695643289,+31639133287,Nijmegen,105.7,kg,181,churned,2026-06-20,import
recefCgghF8f1frgp,Amira Horvat,amira.horvat@live.nl,1986-12-26,m,489207510,+31664797448,Maastricht,118.2,kg,185,ACTIEF,2026-04-27,referral
recDrQ5x0Luft849M,Lucas Novak,lucas.novak@outlook.com,1964-06-17,f,,+31671761047,Breda,106.5,kg,160,Active,12/05/2022,campaign_expat_2023
reccv700dpj651fS8,Teun van Leeuwen,teun.vanleeuwen@outlook.com,1979-08-21,f,672994082,+31639871388,Amersfoort,96.1,kg,180,active ,2022-12-02,campaign_expat_2023
recoJzGBdzT7vuppy,Lotte Ricci,lotte.ricci@hotmail.com,1979-02-09,female,631782667,+31693765964,Rotterdam,98.0,kg,156,ACTIEF,2025-07-18,typeform
recCNp4eCK5RwIOUd,Teun Wilson ,teun.wilson@protonmail.com,1974-02-19,male,444796861,0623841108,Eindhoven,86.2,kg,167,Active,2024-05-18,website
recNVpEHEQccYZpik,Deniz Brouwer,deniz.brouwer@live.nl,1993-08-14,m,,0666798495,Arnhem,89.7,kg,177,active ,18-05-2022,import
rec0RDUdZPLPyulSW,Deniz Dijkstra,deniz.dijkstra@outlook.com,2001-08-05,Male,,06-44147182,Zaandam,105.5,kg,192,cancelled,03/11/2022,referral
recBMArljov3KFKVn,Priya Wang,priya.wang@outlook.com,1995-03-13,male,,+31660371574,Nijmegen,,kg,154,cancelled,2024-11-08,campaign_expat_2023
rec1F8YGwwqP7mJiF,Noor van der Meer,noor.vandermeer@icloud.com,2002-01-24,man,659084430,+31662704595,Almere,99.7,kg,193,active,16-02-2024,typeform
recFSa3vTSjLWfvPk,Mohammed Hendriks,mohammed.hendriks@outlook.com,03/07/1984,vrouw,,+31683071389,Zwolle,97.5,kg,184,actief,21-03-2022,typeform
recN5F44de4kZYwFY,Giulia Mulder,giulia.mulder@gmail.com,1977-07-15,f,,+31647764514,Den Haag,,kg,188,Active,2025-10-11,import
recqX6steO4bIOKnW,Mohammed Bakker,mohammed.bakker@gmail.com,05/19/1974,female,,+31686925731,Maastricht,86.1,kg,181,lead,2022-05-14,typeform
recyuXBsTDCvuc839,Sofia van Dijk,sofia.vandijk@protonmail.com,1980-12-23,female,212664785,+31688560507,Leiden,73.6,kg,162,churned,07/14/2023,typeform
recEgNexkxE2kCCEu,Anna Smith,anna.smith@ziggo.nl,1964-03-29,Female,,0695583773,Delft,80.6,kg,172,actief,03/18/2024,campaign_expat_2023
recrVkWNd8ZpIrvVN,Mohammed Bos,mohammed.bos@kpnmail.nl,1960-05-04,male,,06-19766226,Delft,123.6,kg,175,cancelled,06/17/2023,typeform
rec66v5VzlPWgAUQJ,Eva Costa,eva.costa@outlook.com,1996-08-01,V,,+31661413079,Groningen,133.1,kg,181,opgezegd,2023-01-27,referral
recOz8QdQbOrO6kI4,Marieke Nair,marieke.nair1@live.nl,05-10-1989,M,,,Utrecht,135.3,kg,183,ACTIEF,25-05-2023,import
recI492d88RDHelBA,Daan de Groot,daan.degroot@yahoo.com,1976-03-31,F,250402464,06-44058987,Den Haag,83.8,kg,159,actief,2023-07-27,campaign_expat_2023
recW122MewBiUXBL6,Emma Vos,emma.vos@icloud.com,11/05/1982,Male,138488563,+31658979058,Zwolle,105.5,kg,194,Active,10-12-2023,referral
rec7V3HsK9G0ghiyC,Maud Wilson,maud.wilson@kpnmail.nl,02/09/2004,M,568970469,+31676885847,Breda,,kg,185,actief,2024-01-29,website
rec3JVjLCJbYRZE2m,Kasia Taylor,kasia.taylor@live.nl,1980-08-12,man,636039183,+31661431544,Leiden,147.6,kg,188,active,07-05-2022,typeform
recIacGPdxg9MuVhQ,Anna Sharma,anna.sharma@protonmail.com,2004-09-12,male,,+31602094354,Zaandam,134.6,kg,184,active,21-07-2022,import
recLRq4xUvLOexNMD,Daan Dijkstra,daan.dijkstra@protonmail.com,1958-02-10,Male,,+31601341296,Tilburg,88.5,kg,173,prospect,2024-10-19,campaign_expat_2023
recscH35RmXLg9PdZ,Eva van Dijk,eva.vandijk@live.nl,1994-07-13,female,191780765,+31624737043,Almere,87.4,kg,175,opgezegd,2025-12-14,typeform
recWGhHkkqo7dLR1S,Sanne de Jong,sanne.dejong@gmail.com,1990-10-16,Male,,+31632984897,Haarlem,65.8,kg,159,Churned,2023-11-29,typeform
rec4ckDbprEyDDPgT,Femke Andersen,femke.andersen@kpnmail.nl,1983-10-03,M,,0627895370,Zaandam,98.2,kg,166,active ,2025-02-24,website
rectUOs0thli5D0QR,Kasia Peters,kasia.peters@icloud.com,1973-11-27,male,,0645625477,Delft,,kg,160,Paused,2024-08-10,referral
rectdmjK3Joh6pznn,Emre Dijkstra,emre.dijkstra@protonmail.com,1979-02-24,M,,+31602710492,Zwolle,115.3,kg,182,ACTIEF,2024-12-23,website
reci8ZxQt4X4eftug,James de Jong,james.dejong@hotmail.com,1996-06-16,F,669286552,+31648368620,Rotterdam,119.4,kg,186,Active,2024-04-21,import
recSisBI31XU21UEe,Emre Visser,emre.visser1@yahoo.com,2007-11-25,V,,+31666289929,Amsterdam,129.3,kg,195,active,2024-10-16,campaign_expat_2023
rechUJNrphseOFord,Mei Bos,mei.bos@hotmail.com,1988-06-06,F,,+31697112994,Delft,133.2,kg,181,Churned,18-05-2024,campaign_expat_2023
rechnSEXoSTo0eRlG,Emre Smith,emre.smith@kpnmail.nl,1966-02-04,man,,,Amersfoort,90.6,kg,185,ACTIEF,2024-06-17,typeform
recX3yX4hFbLUMqSP,Sofia Brown,sofia.brown@icloud.com,1973-11-23,f,,0658872942,Amersfoort,82.5,kg,176,active ,23-05-2023,typeform
reco2wB4bsYBCsSe6,Lisa Sharma,lisa.sharma@protonmail.com,1989-01-06,Female,386584394,+31607125372,Amsterdam,145.0,kg,185,ACTIEF,2025-07-07,import
recIYWL9lCdRnSHYY,Daan Kaya,daan.kaya@yahoo.com,1986-03-07,male,,06-55361582,Dordrecht,161.7,kg,197,Active,2024-04-08,campaign_expat_2023
recP8urHUqmrusYEX,Eva de Vries,eva.devries@yahoo.com,17-10-1998,f,,0666766340,Zaandam,74.0,kg,160,active ,2022-09-11,website
reclXii4XNjvkrPg2,Giulia Dijkstra,giulia.dijkstra@protonmail.com,1996-08-18,m,,06-38813767,Delft,133.5,kg,186,Active,2026-04-30,referral
rec1wmn8jT5zqsFPD,Oliver de Boer,oliver.deboer@ziggo.nl,2006-11-11,man,394512248,06-13424690,Haarlem,88.2,kg,172,Churned,2024-11-16,typeform
recLXUBiAsL65K5jw,Sanne Kowalski,sanne.kowalski@ziggo.nl,2000-11-07,female,380608182,+31688548010,Zaandam,82.8,kg,153,cancelled,2025-09-03,website
rec7q9kl3Xo0wdqgY,Oliver Ricci,oliver.ricci@yahoo.com,1969-03-21,Female,,,Delft,120.0,kg,178,on hold,2025-10-07,referral
recEmaYNknuFILUfT,Piotr de Wit,piotr.dewit@hotmail.com,02/23/1990,Male,536441108,+31636154766,Leiden,65.1,kg,155,opgezegd,2022-03-19,import
recFp6ecobndvtrqb,Thijs van den Berg,thijs.vandenberg@outlook.com,07/31/2003,F,,0650134518,Utrecht,98.9,kg,178,Churned,25-11-2023,referral
recODfAPrWjvdtZdj,Deniz de Groot,deniz.degroot@hotmail.com,1987-09-30,man,164738630,+31634691849,Dordrecht,128.5,kg,184,Churned,2024-09-03,campaign_expat_2023
recweXMn62gq4eryp,Fleur de Wit,fleur.dewit@protonmail.com,1983-09-15,female,,06-51635710,Amersfoort,104.3,kg,183,Paused,2026-02-02,import
recPGVRbMXq5MnP5z,Ivan de Vries,ivan.devries@live.nl,07/12/1994,F,177207401,+31695690607,Den Haag,124.5,kg,198,opgezegd,10/08/2022,referral
recrBS5hQISA4t7eJ,Youssef de Jong,youssef.dejong@protonmail.com,1976-01-03,V,,06-95033384,Maastricht,69.2,kg,156,ACTIEF,2024-12-10,referral
recO0BiEvDrgyyT0v,Jesse Peters,jesse.peters@icloud.com,02/12/1960,Male,707318555,0645322069,Den Haag,78.9,kg,166,active ,17-05-2022,typeform
recjiouBNdLQgA1Km,Olga Petrov,olga.petrov@yahoo.com,04/13/2006,man,363958502,+31659107648,Zaandam,,kg,184,churned,12/14/2022,typeform
recnaSANRyPAksNXn,Lisa Jones,lisa.jones@yahoo.com,09/20/1970,V,,+31624847781,Tilburg,77.6,kg,163,opgezegd,08-11-2023,typeform
recJQSOO1qNRBbEaj,Luuk Benali,luuk.benali@icloud.com,1993-04-07,vrouw,,+31675423000,Dordrecht,76.6,kg,164,ACTIEF,2023-07-29,referral
recuKsUBVQX7452JU,Noor de Wit,noor.dewit@gmail.com,1968-10-08,male,826522993,+31628655014,Breda,96.3,kg,186,opgezegd,29-03-2023,import
recdUjf6aIDoXaU40,Emre Smit,emre.smit@gmail.com,1958-10-02,V,,06-71093777,Apeldoorn,,kg,157,active ,2026-01-26,import
recTnp6uKh9ZT6HTz,Willem Novak,willem.novak@hotmail.com,1992-01-04,Female,,+31655664216,Tilburg,100.2,kg,154,new,31-05-2022,typeform
recKbuDASUNvmhXS3,Finn Ivanov,finn.ivanov@hotmail.com,1986-08-08,f,481568141,06-46705516,Tilburg,83.0,kg,158,opgezegd,2026-04-16,typeform
recwInlDqLPOzP5ZE,Fleur van Dijk,fleur.vandijk@ziggo.nl,2003-05-17,man,412686326,+31625683237,Tilburg,104.2,kg,165,Churned,2025-09-28,website
recFXqFGgJjdD3oSV,Oliver Sharma,oliver.sharma@kpnmail.nl,1974-03-20,Female,,+31638325696,Almere,94.0,kg,169,ACTIEF,2025-09-04,import
rec5k0SoLysVdttdx,Wei de Groot,wei.degroot@gmail.com,12/03/1991,m,,06-19926113,Amersfoort,68.4,kg,160,active,2025-01-16,referral
recj0p89tSuLbBK8S,Noor Smits,noor.smits@live.nl,1976-12-25,Female,739084586,+31673728597,Leiden,115.3,kg,170,Churned,2025-10-27,referral
recchGMGPOLy3eqgg,Youssef Bakker,youssef.bakker@kpnmail.nl,1978-12-17,f,223800545,06-21681236,Arnhem,100.5,kg,190,churned,2025-05-01,referral
recj43QourNO0WtwA,Hendrik de Graaf,hendrik.degraaf@icloud.com,1982-07-31,m,,+31607788447,Maastricht,73.2,kg,161,actief,30-04-2022,typeform
recE9xygZUIkcs7Pd,Levi Bos,levi.bos@outlook.com,10-09-1964,female,414459210,06-00602467,Arnhem,124.4,kg,195,Paused,2022-12-23,website
recg3WbE79jbcTK6K,Wei Bos,wei.bos@icloud.com,1994-08-28,male,417000911,06-08683628,Zwolle,,kg,155,Churned,2024-08-12,campaign_expat_2023
recOvus1EXTdqyiG0,Gijs Vos,gijs.vos@protonmail.com,10/24/2007,m,,+31693719405,Amersfoort,127.6,kg,197,prospect,2022-08-30,campaign_expat_2023
rec25KwDGHzKkAIUI,Finn van der Meer,finn.vandermeer@hotmail.com,1976-02-29,Male,871915315,+31645010550,Leiden,97.1,kg,181,Prospect,2025-02-09,typeform
recyLg69l6tpjjA1d,Kees Bos,kees.bos@ziggo.nl,10/28/1984,male,,+31667355898,Maastricht,82.2,kg,164,active,30-05-2022,website
recalFobkwTS8hbjS,Emre Chen,emre.chen@yahoo.com,06/04/1996,Female,,+31687121885,Amsterdam,193.3,,161,opgezegd,2022-06-28,typeform
recjxYQoptor0zvqs,Jan Jones,jan.jones@icloud.com,2000-09-26,vrouw,,06-36606658,Rotterdam,112.2,kg,191,new,2023-01-15,typeform
recYk4MjUgk2G2vua,Zeynep de Vries,zeynep.devries@outlook.com,1972-05-12,male,,0644361318,Almere,101.7,kg,187,cancelled,09-01-2023,typeform
recH3OgbUsW8Af5vp,Sophie de Jong,sophie.dejong@outlook.com,28-09-1958,Male,259291067,+31676815390,Zwolle,311.3,lbs,187,cancelled,2023-01-14,campaign_expat_2023
recebn1o06VYqjKPp,Daan van Leeuwen,daan.vanleeuwen@yahoo.com,05/12/1966,f,369546556,06-46366893,Tilburg,99.0,kg,184,opgezegd,28-04-2024,typeform
recTa9VC8pgqUY8Gx,Bram Demir,bram.demir@hotmail.com,1961-02-24,f,682209521,,Apeldoorn,117.4,kg,198,gepauzeerd,2023-09-22,typeform
recTrzjdLBiXiqCAH,Maud Smits,maud.smits@gmail.com,1999-10-19,vrouw,,+31639775887,Rotterdam,133.6,kg,190,cancelled,2025-05-28,import
recCCFW6pAMnjTEP0,Arjun Ricci,arjun.ricci@live.nl,1975-07-25,vrouw,572703946,+31617890782,Tilburg,73.4,kg,167,ACTIEF,2025-05-12,import
recAeyOioGd6e09ry,Bram Nowak,bram.nowak@icloud.com,1958-09-23,female,,0660055293,Zwolle,85.5,kg,171,ACTIEF,05-10-2023,typeform
rec6HE9KcqdUxewPD,Ivan Peters,ivan.peters@hotmail.com,1996-05-03,M,,06-62476769,Nijmegen,94.2,kg,172,active,01-04-2022,typeform
rec8QcZd09HFVSJbT,Marco de Boer,marco.deboer@gmail.com,1995-01-04,f,,+31653675940,Zaandam,86.7,kg,172,ACTIEF,2026-05-27,typeform
recBPM0407zPpJdOb,Lotte Vos,lotte.vos@live.nl,15-04-1981,male,,+31618026948,Maastricht,93.9,kg,155,Churned,2022-09-19,campaign_expat_2023
recRoJwOjrluUuHLU,Bram Sharma,bram.sharma@live.nl,1989-05-29,M,,+31613556251,Haarlem,77.0,kg,172,Churned,2025-09-17,campaign_expat_2023
recbU8wbFLQNUi4rk,Daan Dijkstra,daan.dijkstra1@gmail.com,1969-02-04,M,,+31603167434,Tilburg,97.2,kg,190,active ,2024-12-29,campaign_expat_2023
recRWZdzXaShqT6jW,Fleur Bos,fleur.bos@protonmail.com,1984-07-20,Female,,+31657233354,Utrecht,262.3,lbs,186,Churned,2025-06-28,typeform
recy386BUVyC1mMIw,Sophie Andersen,sophie.andersen@ziggo.nl,1968-02-04,Female,,06-55851302,Maastricht,133.8,kg,180,Prospect,2026-01-02,referral
recCZQmYJVm9WxW8x,Eva Sharma,eva.sharma@gmail.com,1985-07-27,female,,06-71755975,Tilburg,118.9,kg,175,Active,2025-02-22,campaign_expat_2023
rec3C8btrnlPOiHyp,Femke de Jong,femke.dejong@gmail.com,1982-03-22,Female,,+31625968483,Eindhoven,136.6,kg,190,ACTIEF,2022-09-08,referral
recd7h6R9K03q7XOk,Emre van Dijk,emre.vandijk@outlook.com,2006-03-08,m,668436451,0623213922,Breda,83.2,kg,160,Churned,09-06-2022,typeform
recNOtso8It1kVn1l,James de Graaf,james.degraaf@yahoo.com,1966-02-12,vrouw,569054400,,Breda,95.3,kg,152,Active,2024-06-21,import
recTNLnN9yVzSUiZM,Lucas Taylor,lucas.taylor@hotmail.com,2001-10-07,man,,06-88080034,Zaandam,75.7,kg,157,actief,2025-07-23,website
recDMXcsngVSwlNzO,Willem El Amrani,willem.elamrani@gmail.com,2000-02-21,f,484247736,+31618753488,Delft,95.8,kg,185,active,2025-02-11,typeform
recJsEmyeB80HvtB4,Sem de Vries,sem.devries@yahoo.com,1958-01-02,vrouw,,,Haarlem,97.1,kg,187,ACTIEF,17-05-2023,typeform
recWP2WbDkThHYmlf,Arjun Jones,arjun.jones@ziggo.nl,18-10-1988,V,,+31644605856,Breda,78.0,kg,173,active,03-11-2022,referral
recFKadHdMFFnVnfR,James Bos,n.v.t.,1964-01-25,Male,833302164,+31611999923,Utrecht,94.0,kg,173,Active,2025-08-30,website
recXbDHSYbXfE8qpC,Deniz Ivanov,deniz.ivanov@hotmail.com,13-02-1959,M,,0656162654,Apeldoorn,99.5,kg,183,Active,09/09/2023,typeform
recaxJs1is4r83POi,Emily Brouwer,emily.brouwer@live.nl,1996-02-28,f,727129363,+31644871102,Amersfoort,115.6,kg,167,churned,2025-11-28,campaign_expat_2023
recGGHaX1tJOvB7bB,Oliver Meijer,oliver.meijer@outlook.com,1994-02-14,F,814095331,06-78106313,Delft,111.4,kg,168,ACTIEF,2025-05-10,typeform
recwYls8tF7Hnvwcd,Sem Peters,sem.peters@hotmail.com,1968-10-23,M,,+31631743937,Leiden,140.7,kg,195,actief,2022-08-22,import
rec9JI1vxWpQMzroO,Jesse Visser,jesse.visser@ziggo.nl,2005-02-19,female,,0685798078,Amersfoort,141.8,kg,195,opgezegd,2026-05-01,typeform
rec7XaWcJTidxKpFv,Teun de Jong,teun.dejong@icloud.com,04-06-1987,F,159676915,0603807085,Almere,113.1,kg,170,active ,2023-01-18,import
recx09Nqyoc9nHU1P,Olga Dijkstra,olga.dijkstra@hotmail.com,1993-05-08,f,,0624850249,Amersfoort,92.6,kg,172,paused,2025-08-05,typeform
rechVLlYI5FP1IIxa,Sophie Dekker,sophie.dekker@kpnmail.nl,1967-03-31,female,117500896,06-62982106,Dordrecht,72.6,kg,166,active,2023-02-28,referral
rec2WVfVwqs5SofmI,Ivan Bakker,ivan.bakker@icloud.com,1994-09-09,male,,0696931271,Apeldoorn,106.9,kg,181,churned,2025-07-31,typeform
rec0Pq47vyrruzdmd,Anna Sharma,anna.sharma@gmail.com,1969-02-14,female,149710444,+31636596107,Amersfoort,84.5,kg,162,active ,2025-10-08,typeform
recPAVi8LRlzeuHdv,Kasia Kowalski,kasia.kowalski@ziggo.nl,2002-11-03,Male,,+31601467744,Zwolle,88.6,kg,181,paused,2024-09-02,typeform
recWzTZ5JvtQP0d6G,Hendrik Peters,hendrik.peters@icloud.com,1976-12-20,male,,+31671707151,Zwolle,84.4,kg,165,active ,2025-08-17,website
recUobdl7spB50Z4M,Deniz Brown,deniz.brown@live.nl,03/10/1971,male,,0684472609,Arnhem,87.5,kg,164,actief,11/21/2023,campaign_expat_2023
rec0hEyByX5DMUlT1,Gijs Brown,gijs.brown@kpnmail.nl,1977-07-24,male,913952278,+31659878060,Eindhoven,,kg,191,ACTIEF,2024-07-06,campaign_expat_2023
recGXoBBxyfpDFRkb,Teun Mulder,teun.mulder@ziggo.nl,1999-05-05,female,,,Delft,145.3,kg,185,actief,05-08-2023,typeform
rectP8WSvfKMosQYU,Milan Bakker, milan.bakker@gmail.com,1966-01-03,V,540799452,+31657467103,Leiden,103.7,kg,181,active,2026-03-06,referral
recChjEsYhObUQOM5,Sem Petrov,sem.petrov@hotmail.com,10/19/1964,m,,+31607963164,Tilburg,143.2,kg,189,on hold,2023-11-10,website
recIy90OGBVroi0CP,Levi Sharma,levi.sharma@kpnmail.nl,1962-03-03,vrouw,,06-13305687,Den Haag,81.9,kg,153,cancelled,2025-08-19,referral
recABeu57J8vCSUIK,Anna Nowak,anna.nowak@ziggo.nl,1989-10-29,male,,0645900994,Den Haag,143.1,kg,185,Churned,2025-11-15,typeform
recjJHrMc6ErowscO,Ahmed de Groot,ahmed.degroot@outlook.com,20-01-2001,Male,,+31628861825,Delft,126.4,kg,173,active ,16-11-2022,typeform
recP6I4c3n2kZ979E,Zeynep Yilmaz,zeynep.yilmaz@outlook.com,1994-05-03,vrouw,775292333,+31614123965,Groningen,146.9,kg,192,Active,2025-04-26,typeform
rec51OOId7IjZoweN,Noor Benali,noor.benali@yahoo.com,1987-05-25,m,821903925,+31629098165,Nijmegen,110.5,kg,185,actief,2026-01-28,referral
recpfCxx10lZKuje9,Eva Yilmaz,eva.yilmaz@gmail.com,1997-12-31,F,228817067,+31694062217,Utrecht,,kg,165,active ,2023-04-11,website
recpSZk4m6peyEBNN,Emily Wilson,emily.wilson@gmail.com,1996-01-27,Male,,+31678380118,Arnhem,82.7,kg,157,ACTIEF,2025-04-19,referral
recHjbJ3WZYBu32uk,Olga Kaya,olga.kaya@icloud.com,1986-11-15,vrouw,,,Groningen,138.9,kg,194,new,2022-12-21,campaign_expat_2023
rectwGm2IKHWF7AQz,Arjun Rossi,arjun.rossi@icloud.com,1968-04-01,male,,06-56908107,Groningen,151.1,kg,197,on hold,2022-09-20,website
recQmMEfkbihlE1iy,Lucas Wilson,lucas.wilson@yahoo.com,07/31/1993,F,,0618483375,Amsterdam,101.9,kg,173,paused,2022-12-18,import
rec9NgVEMH57sA1ak,Ruben Jones,ruben.jones@hotmail.com,16-06-1966,Female,,06-59218150,Nijmegen,130.6,kg,181,opgezegd,2023-12-22,campaign_expat_2023
recy6Iai9ekfIzt6q,Willem van den Berg,willem.vandenberg@live.nl,1968-05-25,female,672275600,06-39270881,Almere,156.6,kg,198,active,2022-12-11,import
recGBCGkhjqwccIDp,Luuk van Dijk,luuk.vandijk@hotmail.com,2002-06-10,male,,+31661356516,Eindhoven,89.4,kg,159,active ,2025-08-14,import
